price,m2,beds,bath,laundry,pets,housing_type,parking,hood_district
2295,5.178498707653863,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,6.0
2075,5.825811046110596,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,10.0
3700,9.493914297365416,3.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
2950,5.178498707653863,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,6.0
4595,10.529614038896188,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
1995,3.452332471769242,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,9.0
2750,4.746957148682708,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,2.0
4700,15.103954563990433,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3695,7.862687204454449,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
2445,5.178498707653863,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7.0
1595,3.452332471769242,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
2490,5.963904344981366,1.0,1.0,(c) no laundry,(c) cats,(a) single,(d) no parking,3.0
1995,3.452332471769242,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9.0
4500,14.67241300501928,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,7.0
2300,6.473123384567329,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,10.0
3595,7.905841360351564,2.0,1.0,(c) no laundry,(c) cats,(c) multi,(d) no parking,5.0
5695,12.333457755395617,3.0,1.5,(a) in-unit,(a) both,(c) multi,(b) protected,5.0
1948,4.315415589711552,0.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
2495,4.94546626580944,1.0,1.0,(c) no laundry,(c) cats,(c) multi,(d) no parking,3.0
3590,7.6382855937894485,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
2100,3.348762497616165,0.0,1.0,(c) no laundry,(c) cats,(c) multi,(d) no parking,6.0
1400,3.0207909127980868,0.0,1.0,(a) in-unit,(d) no pets,(c) multi,(c) off-street,10.0
2850,6.5594316963615595,1.0,1.0,(a) in-unit,(a) both,(c) multi,(a) valet,9.0
4210,11.858762040527347,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
3363,9.407605985571184,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
2700,5.394269487139441,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(b) protected,7.0
1575,2.6755576656211626,0.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,8.0
4536,7.888579697992719,2.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3550,7.767748061480795,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
4500,9.83914754454234,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
5795,13.98194651066543,4.0,3.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2725,4.3240464208909755,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,6.0
3000,8.19928962045195,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(c) off-street,7.0
4595,12.946246769134659,3.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,5.0
4300,13.809329887076968,3.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,10.0
2900,4.816003798118093,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
3995,7.33620650250964,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
5500,10.356997415307726,1.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2299,4.746957148682708,0.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,6.0
1965,5.135344551756748,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,8.0
5000,10.788538974278882,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,6.0
3750,11.86739287170677,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,9.0
1795,2.5892493538269314,1.0,1.0,(b) on-site,(a) both,(b) double,(d) no parking,3.0
2999,17.26166235884621,3.0,2.0,(b) on-site,(d) no pets,(a) single,(d) no parking,10.0
4750,13.472727471079468,3.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,6.0
2700,6.188305955646366,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,1.0
5200,15.53549612296159,5.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7.0
2350,5.178498707653863,1.0,1.0,(b) on-site,(c) cats,(c) multi,(b) protected,8.0
3000,5.610040266625019,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,5.0
4500,12.514705210163502,2.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,8.0
3300,6.248721773902329,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
1495,3.8838740307403974,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
5295,6.429969228670213,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
3995,12.083163651192347,3.0,1.5,(c) no laundry,(c) cats,(c) multi,(d) no parking,5.0
4200,9.925455856336571,3.0,2.0,(b) on-site,(a) both,(c) multi,(d) no parking,5.0
3150,7.767748061480795,2.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,9.0
2975,6.473123384567329,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
1300,1.2946246769134657,0.0,1.0,(b) on-site,(d) no pets,(b) double,(d) no parking,2.0
2950,6.5594316963615595,1.0,1.0,(a) in-unit,(a) both,(c) multi,(a) valet,8.0
2299,4.315415589711552,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,9.0
4500,7.767748061480795,3.0,1.0,(a) in-unit,(d) no pets,(a) single,(c) off-street,7.0
2895,6.904664943538484,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,1.0
3450,9.493914297365416,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
3550,10.356997415307726,3.0,1.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8.0
3260,12.083163651192347,2.0,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2095,4.746957148682708,2.0,1.0,(c) no laundry,(a) both,(c) multi,(d) no parking,8.0
2399,4.824634629297516,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(a) valet,9.0
2600,7.33620650250964,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7.0
2950,7.33620650250964,1.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3188,6.3609225792348285,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3750,12.946246769134659,3.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,1.0
1300,2.157707794855776,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,10.0
4400,12.514705210163502,3.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
2500,5.610040266625019,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,1.0
4500,12.946246769134659,2.0,1.0,(a) in-unit,(a) both,(a) single,(c) off-street,9.0
3895,8.19928962045195,2.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,1.0
2685,5.143975382936171,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
4995,6.749309982308867,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
750,1.467241300501928,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,10.0
3500,6.732048319950022,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2250,4.746957148682708,0.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,6.0
5600,10.684969000125804,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(a) valet,9.0
3100,4.315415589711552,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
2427,9.778731726286377,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,10.0
3195,10.356997415307726,2.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
2595,7.767748061480795,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,9.0
3300,5.221652863550978,1.0,1.0,(a) in-unit,(a) both,(c) multi,(a) valet,9.0
3200,5.610040266625019,1.0,1.0,(a) in-unit,(c) cats,(c) multi,(b) protected,9.0
2190,5.178498707653863,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,5.0
3500,10.356997415307726,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,9.0
3450,8.630831179423105,3.0,1.0,(b) on-site,(c) cats,(c) multi,(c) off-street,8.0
2195,3.8838740307403974,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9.0
4390,9.234989361982723,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3195,7.767748061480795,2.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,2.0
2050,6.0415818255961735,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,5.0
2050,3.0207909127980868,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(b) protected,9.0
2000,4.315415589711552,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(c) off-street,4.0
1875,3.8838740307403974,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
5100,10.788538974278882,3.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
2500,7.767748061480795,2.0,1.0,(b) on-site,(d) no pets,(b) double,(d) no parking,10.0
2095,6.904664943538484,1.0,1.0,(c) no laundry,(a) both,(c) multi,(d) no parking,9.0
3100,5.610040266625019,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,7.0
2800,6.732048319950022,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,5.0
2595,5.825811046110596,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,9.0
4550,8.630831179423105,2.0,2.0,(b) on-site,(a) both,(c) multi,(d) no parking,7.0
3480,12.169471962986577,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
1800,3.7975657189461667,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
2000,6.0415818255961735,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
2570,5.307961175345209,1.0,1.0,(b) on-site,(a) both,(c) multi,(c) off-street,5.0
4200,12.083163651192347,3.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7.0
5000,15.276571187578897,2.0,2.5,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3650,8.751662815935028,2.0,1.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,9.0
4000,7.767748061480795,2.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,9.0
2746,4.453508888582323,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3595,8.630831179423105,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
2850,6.904664943538484,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
5850,11.220080533250037,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
3700,8.026672996863487,2.0,2.0,(a) in-unit,(b) dogs,(c) multi,(b) protected,9.0
4900,14.67241300501928,5.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7.0
